module	file	loc	match_count	match_arms_total	avg_match_arms	if_count	if_chain_count	max_branch_depth	fanout	branch_sites_total
db::executor::pipeline::entrypoints::scalar::finalize	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/finalize.rs	23	0	0	0.00	0	0	0	1	0
db::executor::pipeline::entrypoints::scalar::hints	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/hints.rs	71	1	3	3.00	6	5	2	1	6
db::executor::pipeline::entrypoints::scalar::materialized	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/materialized.rs	155	0	0	0.00	3	3	1	2	3
db::executor::pipeline::entrypoints::scalar	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/mod.rs	22	0	0	0.00	0	0	0	0	0
db::executor::pipeline::entrypoints::scalar::runtime	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/runtime.rs	191	2	4	2.00	3	3	2	3	5
db::executor::pipeline::entrypoints::scalar::streaming	crates/icydb-core/src/db/executor/pipeline/entrypoints/scalar/streaming.rs	159	0	0	0.00	3	3	1	2	3
db::executor::pipeline::grouped_runtime	crates/icydb-core/src/db/executor/pipeline/grouped_runtime/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::pipeline::grouped_runtime::route_stage	crates/icydb-core/src/db/executor/pipeline/grouped_runtime/route_stage.rs	94	0	0	0.00	1	1	1	2	1
db::executor::pipeline	crates/icydb-core/src/db/executor/pipeline/mod.rs	13	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::distinct	crates/icydb-core/src/db/executor/pipeline/operators/distinct/mod.rs	75	1	2	2.00	1	1	1	1	2
db::executor::pipeline::operators	crates/icydb-core/src/db/executor/pipeline/operators/mod.rs	7	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::contracts	crates/icydb-core/src/db/executor/pipeline/operators/post_access/contracts/mod.rs	3	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::contracts::row	crates/icydb-core/src/db/executor/pipeline/operators/post_access/contracts/row.rs	23	0	0	0.00	0	0	0	4	0
db::executor::pipeline::operators::post_access::contracts::stats	crates/icydb-core/src/db/executor/pipeline/operators/post_access/contracts/stats.rs	4	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::coordinator	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/mod.rs	15	0	0	0.00	0	0	0	1	0
db::executor::pipeline::operators::post_access::coordinator::runtime::guard_filter	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/runtime/guard_filter.rs	82	0	0	0.00	5	5	2	2	5
db::executor::pipeline::operators::post_access::coordinator::runtime	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/runtime/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::coordinator::runtime::phases	crates/icydb-core/src/db/executor/pipeline/operators/post_access/coordinator/runtime/phases.rs	58	0	0	0.00	0	0	0	2	0
db::executor::pipeline::operators::post_access	crates/icydb-core/src/db/executor/pipeline/operators/post_access/mod.rs	30	0	0	0.00	0	0	0	2	0
db::executor::pipeline::operators::post_access::order_cursor	crates/icydb-core/src/db/executor/pipeline/operators/post_access/order_cursor.rs	19	0	0	0.00	0	0	0	1	0
db::executor::pipeline::operators::post_access::terminal	crates/icydb-core/src/db/executor/pipeline/operators/post_access/terminal/mod.rs	4	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::post_access::terminal::order	crates/icydb-core/src/db/executor/pipeline/operators/post_access/terminal/order.rs	46	0	0	0.00	5	5	3	2	5
db::executor::pipeline::operators::post_access::terminal::paging_delete	crates/icydb-core/src/db/executor/pipeline/operators/post_access/terminal/paging_delete.rs	27	0	0	0.00	2	2	2	2	2
db::executor::pipeline::operators::reducer::aggregate	crates/icydb-core/src/db/executor/pipeline/operators/reducer/aggregate.rs	61	0	0	0.00	1	1	1	2	1
db::executor::pipeline::operators::reducer	crates/icydb-core/src/db/executor/pipeline/operators/reducer/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::reducer::runner	crates/icydb-core/src/db/executor/pipeline/operators/reducer/runner.rs	115	6	15	2.50	4	4	2	2	10
db::executor::pipeline::operators::terminal	crates/icydb-core/src/db/executor/pipeline/operators/terminal/mod.rs	1	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::terminal::runtime	crates/icydb-core/src/db/executor/pipeline/operators/terminal/runtime/mod.rs	1	0	0	0.00	0	0	0	0	0
db::executor::pipeline::operators::terminal::runtime::row_collector	crates/icydb-core/src/db/executor/pipeline/operators/terminal/runtime/row_collector.rs	42	0	0	0.00	0	0	0	2	0
db::executor::pipeline::orchestrator::contracts	crates/icydb-core/src/db/executor/pipeline/orchestrator/contracts/mod.rs	71	1	2	2.00	2	2	1	2	3
db::executor::pipeline::orchestrator::guards	crates/icydb-core/src/db/executor/pipeline/orchestrator/guards.rs	0	0	0	0.00	0	0	0	0	0
db::executor::pipeline::orchestrator	crates/icydb-core/src/db/executor/pipeline/orchestrator/mod.rs	39	0	0	0.00	1	1	1	4	1
db::executor::pipeline::orchestrator::state	crates/icydb-core/src/db/executor/pipeline/orchestrator/state/mod.rs	117	4	8	2.00	3	3	2	2	7
db::executor::pipeline::orchestrator::strategy	crates/icydb-core/src/db/executor/pipeline/orchestrator/strategy/mod.rs	87	1	2	2.00	1	1	1	3	2
db::executor::pipeline::runtime::adapter	crates/icydb-core/src/db/executor/pipeline/runtime/adapter.rs	355	0	0	0.00	3	3	1	3	3
db::executor::pipeline::runtime::attempt	crates/icydb-core/src/db/executor/pipeline/runtime/attempt.rs	120	0	0	0.00	0	0	0	2	0
db::executor::pipeline::runtime::fast_path	crates/icydb-core/src/db/executor/pipeline/runtime/fast_path/mod.rs	209	4	10	2.50	2	2	1	2	6
db::executor::pipeline::runtime::fast_path::strategy	crates/icydb-core/src/db/executor/pipeline/runtime/fast_path/strategy.rs	132	3	10	3.33	1	1	1	2	4
db::executor::pipeline::runtime::grouped	crates/icydb-core/src/db/executor/pipeline/runtime/grouped.rs	467	9	23	2.56	8	8	2	3	17
db::executor::pipeline::runtime	crates/icydb-core/src/db/executor/pipeline/runtime/mod.rs	45	0	0	0.00	0	0	0	2	0
db::executor::pipeline::runtime::retained_slots	crates/icydb-core/src/db/executor/pipeline/runtime/retained_slots.rs	180	0	0	0.00	14	12	2	2	12
db::executor::pipeline::timing	crates/icydb-core/src/db/executor/pipeline/timing.rs	24	0	0	0.00	0	0	0	0	0
db::executor::plan_metrics	crates/icydb-core/src/db/executor/plan_metrics.rs	146	4	27	6.75	0	0	2	3	4
db::executor::planning::continuation::engine	crates/icydb-core/src/db/executor/planning/continuation/engine.rs	56	1	3	3.00	0	0	1	2	1
db::executor::planning::continuation::grouped::context	crates/icydb-core/src/db/executor/planning/continuation/grouped/context.rs	66	0	0	0.00	1	1	1	3	1
db::executor::planning::continuation::grouped	crates/icydb-core/src/db/executor/planning/continuation/grouped/mod.rs	4	0	0	0.00	0	0	0	0	0
db::executor::planning::continuation::grouped::window	crates/icydb-core/src/db/executor/planning/continuation/grouped/window.rs	47	0	0	0.00	0	0	0	1	0
db::executor::planning::continuation	crates/icydb-core/src/db/executor/planning/continuation/mod.rs	9	0	0	0.00	0	0	0	0	0
db::executor::planning::continuation::range_token	crates/icydb-core/src/db/executor/planning/continuation/range_token.rs	31	0	0	0.00	0	0	0	1	0
db::executor::planning::continuation::route	crates/icydb-core/src/db/executor/planning/continuation/route.rs	145	0	0	0.00	0	0	0	1	0
db::executor::planning::continuation::scalar	crates/icydb-core/src/db/executor/planning/continuation/scalar.rs	163	1	3	3.00	3	3	2	2	4
db::executor::planning	crates/icydb-core/src/db/executor/planning/mod.rs	3	0	0	0.00	0	0	0	0	0
db::executor::planning::preparation	crates/icydb-core/src/db/executor/planning/preparation.rs	226	3	8	2.67	1	1	1	1	4
db::executor::planning::route::capability	crates/icydb-core/src/db/executor/planning/route/capability.rs	315	0	0	0.00	12	9	1	1	9
db::executor::planning::route::contracts::capabilities	crates/icydb-core/src/db/executor/planning/route/contracts/capabilities.rs	36	0	0	0.00	0	0	0	1	0
db::executor::planning::route::contracts::execution	crates/icydb-core/src/db/executor/planning/route/contracts/execution/mod.rs	191	4	11	2.75	2	2	1	1	6
db::executor::planning::route::contracts::execution::observability	crates/icydb-core/src/db/executor/planning/route/contracts/execution/observability.rs	71	2	3	1.50	0	0	1	1	2
db::executor::planning::route::contracts::execution::plan	crates/icydb-core/src/db/executor/planning/route/contracts/execution/plan.rs	208	2	6	3.00	1	1	2	1	3
db::executor::planning::route::contracts	crates/icydb-core/src/db/executor/planning/route/contracts/mod.rs	20	0	0	0.00	0	0	0	0	0
db::executor::planning::route::contracts::shape	crates/icydb-core/src/db/executor/planning/route/contracts/shape.rs	139	0	0	0.00	0	0	0	2	0
db::executor::planning::route::fast_path	crates/icydb-core/src/db/executor/planning/route/fast_path.rs	81	1	2	2.00	0	0	1	3	1
db::executor::planning::route::guard	crates/icydb-core/src/db/executor/planning/route/guard.rs	86	0	0	0.00	0	0	0	1	0
db::executor::planning::route::hints::aggregate	crates/icydb-core/src/db/executor/planning/route/hints/aggregate.rs	89	2	6	3.00	2	2	1	1	4
db::executor::planning::route::hints::load	crates/icydb-core/src/db/executor/planning/route/hints/load.rs	117	0	0	0.00	5	5	1	1	5
db::executor::planning::route::hints	crates/icydb-core/src/db/executor/planning/route/hints/mod.rs	10	0	0	0.00	0	0	0	0	0
db::executor::planning::route	crates/icydb-core/src/db/executor/planning/route/mod.rs	61	0	0	0.00	0	0	0	0	0
db::executor::planning::route::mode	crates/icydb-core/src/db/executor/planning/route/mode.rs	60	1	3	3.00	4	4	2	1	5
db::executor::planning::route::order_pushdown	crates/icydb-core/src/db/executor/planning/route/order_pushdown.rs	131	5	14	2.80	0	0	1	1	5
db::executor::planning::route::planner::entrypoints	crates/icydb-core/src/db/executor/planning/route/planner/entrypoints.rs	180	1	4	4.00	1	1	1	2	2
db::executor::planning::route::planner::execution::aggregate_count	crates/icydb-core/src/db/executor/planning/route/planner/execution/aggregate_count.rs	60	2	4	2.00	0	0	1	1	2
db::executor::planning::route::planner::execution::aggregate_grouped	crates/icydb-core/src/db/executor/planning/route/planner/execution/aggregate_grouped.rs	26	0	0	0.00	1	1	1	1	1
db::executor::planning::route::planner::execution::aggregate_non_count	crates/icydb-core/src/db/executor/planning/route/planner/execution/aggregate_non_count.rs	56	1	2	2.00	0	0	1	1	1
db::executor::planning::route::planner::execution::load_scalar	crates/icydb-core/src/db/executor/planning/route/planner/execution/load_scalar.rs	30	0	0	0.00	1	1	1	1	1
db::executor::planning::route::planner::execution	crates/icydb-core/src/db/executor/planning/route/planner/execution/mod.rs	81	1	2	2.00	5	1	1	1	2
db::executor::planning::route::planner::feasibility::gates	crates/icydb-core/src/db/executor/planning/route/planner/feasibility/gates.rs	87	0	0	0.00	1	1	1	1	1
db::executor::planning::route::planner::feasibility	crates/icydb-core/src/db/executor/planning/route/planner/feasibility/mod.rs	336	0	0	0.00	0	0	0	1	0
db::executor::planning::route::planner::intent	crates/icydb-core/src/db/executor/planning/route/planner/intent.rs	126	1	4	4.00	3	3	2	2	4
db::executor::planning::route::planner	crates/icydb-core/src/db/executor/planning/route/planner/mod.rs	15	0	0	0.00	0	0	0	0	0
db::executor::planning::route::planner::stages	crates/icydb-core/src/db/executor/planning/route/planner/stages.rs	128	0	0	0.00	1	1	1	1	1
db::executor::planning::route::pushdown	crates/icydb-core/src/db/executor/planning/route/pushdown.rs	181	1	3	3.00	9	9	2	1	10
db::executor::planning::route::terminal	crates/icydb-core/src/db/executor/planning/route/terminal.rs	96	0	0	0.00	1	1	1	2	1
db::executor::prepared_execution_plan::aggregate_plan	crates/icydb-core/src/db/executor/prepared_execution_plan/aggregate_plan.rs	70	0	0	0.00	2	2	1	2	2
db::executor::prepared_execution_plan::bytes_projection	crates/icydb-core/src/db/executor/prepared_execution_plan/bytes_projection.rs	42	0	0	0.00	4	4	1	2	4
db::executor::prepared_execution_plan::core	crates/icydb-core/src/db/executor/prepared_execution_plan/core.rs	530	4	12	3.00	6	6	1	2	10
db::executor::prepared_execution_plan::load_plan	crates/icydb-core/src/db/executor/prepared_execution_plan/load_plan.rs	206	0	0	0.00	7	7	1	2	7
db::executor::prepared_execution_plan	crates/icydb-core/src/db/executor/prepared_execution_plan/mod.rs	221	1	3	3.00	3	3	1	3	4
db::executor::prepared_execution_plan::parts	crates/icydb-core/src/db/executor/prepared_execution_plan/parts.rs	66	0	0	0.00	0	0	0	1	0
db::executor::prepared_execution_plan::shared_plan	crates/icydb-core/src/db/executor/prepared_execution_plan/shared_plan.rs	84	0	0	0.00	2	2	1	3	2
db::executor::prepared_execution_plan::snapshot	crates/icydb-core/src/db/executor/prepared_execution_plan/snapshot.rs	122	2	5	2.50	1	1	1	3	3
db::executor::profiling	crates/icydb-core/src/db/executor/profiling.rs	163	0	0	0.00	7	7	1	1	7
db::executor::projection::covering::hybrid	crates/icydb-core/src/db/executor/projection/covering/hybrid.rs	312	1	4	4.00	13	13	1	4	14
db::executor::projection::covering	crates/icydb-core/src/db/executor/projection/covering/mod.rs	121	0	0	0.00	3	3	1	4	3
db::executor::projection::covering::pure	crates/icydb-core/src/db/executor/projection/covering/pure.rs	652	0	0	0.00	25	25	2	4	25
db::executor::projection::covering::shared	crates/icydb-core/src/db/executor/projection/covering/shared.rs	233	3	12	4.00	8	8	2	3	11
db::executor::projection::eval	crates/icydb-core/src/db/executor/projection/eval/mod.rs	104	0	0	0.00	5	5	1	3	5
db::executor::projection::eval::scalar	crates/icydb-core/src/db/executor/projection/eval/scalar.rs	383	9	24	2.67	3	3	2	4	12
db::executor::projection::facade	crates/icydb-core/src/db/executor/projection/facade.rs	136	0	0	0.00	3	3	1	4	3
db::executor::projection::grouped	crates/icydb-core/src/db/executor/projection/grouped.rs	142	0	0	0.00	1	1	1	3	1
db::executor::projection::materialize::distinct	crates/icydb-core/src/db/executor/projection/materialize/distinct.rs	241	2	7	3.50	13	13	2	3	15
db::executor::projection::materialize::execute	crates/icydb-core/src/db/executor/projection/materialize/execute.rs	517	1	5	5.00	10	10	1	5	11
db::executor::projection::materialize::metrics	crates/icydb-core/src/db/executor/projection/materialize/metrics.rs	75	0	0	0.00	0	0	0	0	0
db::executor::projection::materialize	crates/icydb-core/src/db/executor/projection/materialize/mod.rs	25	0	0	0.00	0	0	0	0	0
db::executor::projection::materialize::plan	crates/icydb-core/src/db/executor/projection/materialize/plan.rs	222	0	0	0.00	3	3	1	4	3
db::executor::projection::materialize::row_view	crates/icydb-core/src/db/executor/projection/materialize/row_view.rs	27	3	6	2.00	0	0	1	1	3
db::executor::projection::materialize::structural::dispatch	crates/icydb-core/src/db/executor/projection/materialize/structural/dispatch.rs	50	0	0	0.00	1	1	1	2	1
db::executor::projection::materialize::structural::distinct_entrypoints	crates/icydb-core/src/db/executor/projection/materialize/structural/distinct_entrypoints.rs	48	0	0	0.00	0	0	0	2	0
db::executor::projection::materialize::structural::identity	crates/icydb-core/src/db/executor/projection/materialize/structural/identity.rs	41	0	0	0.00	0	0	0	2	0
db::executor::projection::materialize::structural	crates/icydb-core/src/db/executor/projection/materialize/structural/mod.rs	31	0	0	0.00	0	0	0	2	0
db::executor::projection	crates/icydb-core/src/db/executor/projection/mod.rs	63	0	0	0.00	0	0	0	0	0
db::executor::projection::path	crates/icydb-core/src/db/executor/projection/path.rs	14	1	2	2.00	0	0	1	1	1
db::executor::runtime_context::index_readers	crates/icydb-core/src/db/executor/runtime_context/index_readers.rs	119	1	3	3.00	1	1	2	4	2
db::executor::runtime_context	crates/icydb-core/src/db/executor/runtime_context/mod.rs	491	7	14	2.00	10	10	2	5	17
db::executor::scan::fast_stream	crates/icydb-core/src/db/executor/scan/fast_stream/mod.rs	41	0	0	0.00	0	0	0	3	0
db::executor::scan::fast_stream_route::handlers	crates/icydb-core/src/db/executor/scan/fast_stream_route/handlers.rs	32	0	0	0.00	0	0	0	3	0
db::executor::scan::fast_stream_route	crates/icydb-core/src/db/executor/scan/fast_stream_route/mod.rs	75	1	4	4.00	0	0	1	2	1
db::executor::scan::index_range_limit	crates/icydb-core/src/db/executor/scan/index_range_limit.rs	48	0	0	0.00	0	0	0	3	0
db::executor::scan	crates/icydb-core/src/db/executor/scan/mod.rs	5	0	0	0.00	0	0	0	0	0
db::executor::scan::secondary_index	crates/icydb-core/src/db/executor/scan/secondary_index.rs	57	0	0	0.00	1	1	1	3	1
db::executor::stream::access::bindings	crates/icydb-core/src/db/executor/stream/access/bindings.rs	117	0	0	0.00	2	2	1	2	2
db::executor::stream::access	crates/icydb-core/src/db/executor/stream/access/mod.rs	10	0	0	0.00	0	0	0	0	0
db::executor::stream::access::physical	crates/icydb-core/src/db/executor/stream/access/physical.rs	594	3	12	4.00	25	25	2	4	28
db::executor::stream::access::scan	crates/icydb-core/src/db/executor/stream/access/scan.rs	406	3	9	3.00	17	17	2	3	20
db::executor::stream::access::traversal	crates/icydb-core/src/db/executor/stream/access/traversal.rs	259	1	3	3.00	7	7	2	3	8
db::executor::stream::key::composite	crates/icydb-core/src/db/executor/stream/key/composite.rs	316	2	6	3.00	13	13	3	3	15
db::executor::stream::key::contracts	crates/icydb-core/src/db/executor/stream/key/contracts.rs	348	7	43	6.14	1	1	1	2	8
db::executor::stream::key::distinct	crates/icydb-core/src/db/executor/stream/key/distinct.rs	65	0	0	0.00	4	4	3	2	4
db::executor::stream::key	crates/icydb-core/src/db/executor/stream/key/mod.rs	17	0	0	0.00	0	0	0	0	0
db::executor::stream::key::order	crates/icydb-core/src/db/executor/stream/key/order.rs	37	3	6	2.00	0	0	1	1	3
db::executor::stream	crates/icydb-core/src/db/executor/stream/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::terminal::bytes	crates/icydb-core/src/db/executor/terminal/bytes.rs	401	6	15	2.50	7	7	2	3	13
db::executor::terminal	crates/icydb-core/src/db/executor/terminal/mod.rs	63	0	0	0.00	3	3	2	3	3
db::executor::terminal::page::cursor	crates/icydb-core/src/db/executor/terminal/page/cursor.rs	77	0	0	0.00	2	2	1	2	2
db::executor::terminal::page::direct_path	crates/icydb-core/src/db/executor/terminal/page/direct_path.rs	225	4	12	3.00	4	4	2	2	8
db::executor::terminal::page::metrics	crates/icydb-core/src/db/executor/terminal/page/metrics.rs	190	0	0	0.00	1	1	1	0	1
db::executor::terminal::page	crates/icydb-core/src/db/executor/terminal/page/mod.rs	261	3	9	3.00	2	2	1	4	5
db::executor::terminal::page::plan	crates/icydb-core/src/db/executor/terminal/page/plan.rs	521	3	14	4.67	10	9	3	2	12
db::executor::terminal::page::post_access	crates/icydb-core/src/db/executor/terminal/page/post_access.rs	240	3	7	2.33	27	27	3	2	30
db::executor::terminal::page::post_scan	crates/icydb-core/src/db/executor/terminal/page/post_scan.rs	200	2	4	2.00	5	5	1	2	7
db::executor::terminal::page::retained	crates/icydb-core/src/db/executor/terminal/page/retained.rs	213	3	6	2.00	3	3	2	2	6
db::executor::terminal::page::row_runtime	crates/icydb-core/src/db/executor/terminal/page/row_runtime.rs	304	1	2	2.00	5	4	1	2	5
db::executor::terminal::page::scan	crates/icydb-core/src/db/executor/terminal/page/scan.rs	632	2	8	4.00	7	7	1	2	9
db::executor::terminal::ranking::by_slot	crates/icydb-core/src/db/executor/terminal/ranking/by_slot.rs	111	0	0	0.00	0	0	0	5	0
db::executor::terminal::ranking::materialized	crates/icydb-core/src/db/executor/terminal/ranking/materialized/mod.rs	267	1	2	2.00	3	3	1	4	4
db::executor::terminal::ranking::materialized::projections	crates/icydb-core/src/db/executor/terminal/ranking/materialized/projections.rs	178	0	0	0.00	1	1	1	4	1
db::executor::terminal::ranking	crates/icydb-core/src/db/executor/terminal/ranking/mod.rs	194	4	12	3.00	1	1	1	5	5
db::executor::terminal::ranking::take	crates/icydb-core/src/db/executor/terminal/ranking/take.rs	21	0	0	0.00	0	0	0	3	0
db::executor::terminal::row_decode	crates/icydb-core/src/db/executor/terminal/row_decode/mod.rs	302	1	4	4.00	6	6	1	5	7
db::executor::terminal::typed_response	crates/icydb-core/src/db/executor/terminal/typed_response.rs	63	0	0	0.00	0	0	0	4	0
db::executor::traversal	crates/icydb-core/src/db/executor/traversal.rs	52	0	0	0.00	2	2	1	2	2
db::executor::util	crates/icydb-core/src/db/executor/util.rs	28	0	0	0.00	3	3	1	0	3
db::executor::window	crates/icydb-core/src/db/executor/window.rs	73	0	0	0.00	2	2	1	1	2
db::identity	crates/icydb-core/src/db/identity/mod.rs	293	0	0	0.00	20	20	1	0	20
db::index::entry	crates/icydb-core/src/db/index/entry.rs	432	4	10	2.50	14	14	1	4	18
db::index::envelope	crates/icydb-core/src/db/index/envelope/mod.rs	139	7	16	2.29	4	4	1	2	11
db::index::key::build	crates/icydb-core/src/db/index/key/build.rs	996	18	49	2.72	24	24	2	5	42
db::index::key::codec::bounds	crates/icydb-core/src/db/index/key/codec/bounds.rs	43	0	0	0.00	0	0	0	1	0
db::index::key::codec::envelope	crates/icydb-core/src/db/index/key/codec/envelope.rs	28	0	0	0.00	0	0	0	2	0
db::index::key::codec::error	crates/icydb-core/src/db/index/key/codec/error.rs	9	0	0	0.00	0	0	0	0	0
db::index::key::codec	crates/icydb-core/src/db/index/key/codec/mod.rs	273	0	0	0.00	9	9	1	2	9
db::index::key::codec::scalar	crates/icydb-core/src/db/index/key/codec/scalar.rs	22	1	3	3.00	0	0	1	1	1
db::index::key::codec::tuple	crates/icydb-core/src/db/index/key/codec/tuple.rs	57	0	0	0.00	5	5	1	1	5
db::index::key::expression	crates/icydb-core/src/db/index/key/expression.rs	55	3	9	3.00	0	0	1	3	3
db::index::key::id	crates/icydb-core/src/db/index/key/id.rs	53	0	0	0.00	1	1	1	1	1
db::index::key	crates/icydb-core/src/db/index/key/mod.rs	13	0	0	0.00	0	0	0	0	0
db::index::key::ordered::error	crates/icydb-core/src/db/index/key/ordered/error.rs	22	0	0	0.00	0	0	0	1	0
db::index::key::ordered	crates/icydb-core/src/db/index/key/ordered/mod.rs	174	3	38	12.67	1	1	1	3	4
db::index::key::ordered::normalize	crates/icydb-core/src/db/index/key/ordered/normalize.rs	169	0	0	0.00	10	10	1	2	10
db::index::key::ordered::parts	crates/icydb-core/src/db/index/key/ordered/parts.rs	89	2	4	2.00	3	3	1	3	5
db::index::key::ordered::semantics	crates/icydb-core/src/db/index/key/ordered/semantics.rs	68	0	0	0.00	2	2	1	3	2
db::index	crates/icydb-core/src/db/index/mod.rs	43	0	0	0.00	0	0	0	0	0
db::index::pk_equivalence	crates/icydb-core/src/db/index/pk_equivalence.rs	33	0	0	0.00	0	0	0	2	0
db::index::plan::delta	crates/icydb-core/src/db/index/plan/delta.rs	50	0	0	0.00	0	0	0	1	0
db::index::plan::error	crates/icydb-core/src/db/index/plan/error.rs	37	0	0	0.00	0	0	0	1	0
db::index::plan	crates/icydb-core/src/db/index/plan/mod.rs	493	6	12	2.00	11	11	2	3	17
db::index::plan::read	crates/icydb-core/src/db/index/plan/read.rs	25	0	0	0.00	0	0	0	3	0
db::index::plan::unique	crates/icydb-core/src/db/index/plan/unique.rs	236	3	6	2.00	6	6	1	3	9
db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	382	16	57	3.56	13	9	2	2	25
db::index::predicate	crates/icydb-core/src/db/index/predicate/mod.rs	133	2	15	7.50	3	3	2	4	5
db::index::range	crates/icydb-core/src/db/index/range.rs	256	7	20	2.86	6	6	1	2	13
db::index::readers	crates/icydb-core/src/db/index/readers.rs	125	0	0	0.00	0	0	0	4	0
db::index::scan	crates/icydb-core/src/db/index/scan/mod.rs	3	0	0	0.00	0	0	0	0	0
db::index::scan::raw	crates/icydb-core/src/db/index/scan/raw.rs	38	1	2	2.00	3	3	2	2	4
db::index::store	crates/icydb-core/src/db/index/store.rs	93	1	3	3.00	0	0	1	1	1
db	crates/icydb-core/src/db/mod.rs	342	0	0	0.00	0	0	0	3	0
db::numeric	crates/icydb-core/src/db/numeric/mod.rs	234	3	10	3.33	11	11	2	3	14
db::physical_access	crates/icydb-core/src/db/physical_access.rs	61	0	0	0.00	4	4	1	1	4
db::predicate::capability	crates/icydb-core/src/db/predicate/capability.rs	434	7	24	3.43	19	14	2	3	21
db::predicate::coercion	crates/icydb-core/src/db/predicate/coercion.rs	82	2	7	3.50	0	0	1	1	2
db::predicate::encoding	crates/icydb-core/src/db/predicate/encoding.rs	314	8	52	6.50	4	4	3	2	12
db::predicate::fingerprint	crates/icydb-core/src/db/predicate/fingerprint.rs	31	0	0	0.00	0	0	0	1	0
db::predicate::membership	crates/icydb-core/src/db/predicate/membership.rs	54	0	0	0.00	5	5	2	2	5
db::predicate	crates/icydb-core/src/db/predicate/mod.rs	64	0	0	0.00	0	0	0	2	0
db::predicate::model	crates/icydb-core/src/db/predicate/model.rs	424	3	17	5.67	1	1	1	2	4
db::predicate::normalize	crates/icydb-core/src/db/predicate/normalize.rs	477	9	60	6.67	19	18	2	4	27
db::predicate::parser::expression::atom::field	crates/icydb-core/src/db/predicate/parser/expression/atom/field/mod.rs	36	1	2	2.00	2	2	2	1	3
db::predicate::parser::expression::atom::field::plain::compare	crates/icydb-core/src/db/predicate/parser/expression/atom/field/plain/compare.rs	22	0	0	0.00	1	1	1	1	1
db::predicate::parser::expression::atom::field::plain	crates/icydb-core/src/db/predicate/parser/expression/atom/field/plain/mod.rs	24	0	0	0.00	1	1	1	1	1
db::predicate::parser::expression::atom::field::plain::special	crates/icydb-core/src/db/predicate/parser/expression/atom/field/plain/special.rs	88	0	0	0.00	12	12	2	2	12
db::predicate::parser::expression::atom::field::wrapped	crates/icydb-core/src/db/predicate/parser/expression/atom/field/wrapped.rs	49	0	0	0.00	3	3	1	2	3
db::predicate::parser::expression::atom::literal	crates/icydb-core/src/db/predicate/parser/expression/atom/literal.rs	42	1	2	2.00	1	1	2	2	2
db::predicate::parser::expression::atom	crates/icydb-core/src/db/predicate/parser/expression/atom/mod.rs	33	0	0	0.00	3	3	1	1	3
db::predicate::parser::expression::chain	crates/icydb-core/src/db/predicate/parser/expression/chain.rs	28	0	0	0.00	1	1	1	1	1
db::predicate::parser::expression	crates/icydb-core/src/db/predicate/parser/expression/mod.rs	11	0	0	0.00	0	0	0	1	0
db::predicate::parser::lowering	crates/icydb-core/src/db/predicate/parser/lowering.rs	113	1	2	2.00	8	8	2	2	9
db::predicate::parser	crates/icydb-core/src/db/predicate/parser/mod.rs	68	2	20	10.00	3	3	2	1	5
db::predicate::parser::operand::field	crates/icydb-core/src/db/predicate/parser/operand/field.rs	62	2	4	2.00	2	2	1	1	4
db::predicate::parser::operand	crates/icydb-core/src/db/predicate/parser/operand/mod.rs	9	0	0	0.00	0	0	0	0	0
db::predicate::parser::operand::text	crates/icydb-core/src/db/predicate/parser/operand/text.rs	147	2	4	2.00	9	9	1	2	11
db::predicate::resolved	crates/icydb-core/src/db/predicate/resolved.rs	99	3	6	2.00	0	0	1	2	3
db::predicate::row_policy	crates/icydb-core/src/db/predicate/row_policy.rs	5	0	0	0.00	0	0	0	0	0
db::predicate::runtime::compare	crates/icydb-core/src/db/predicate/runtime/compare/mod.rs	7	0	0	0.00	0	0	0	0	0
db::predicate::runtime::compare::scalar::direct::compare	crates/icydb-core/src/db/predicate/runtime/compare/scalar/direct/compare.rs	152	7	20	2.86	5	5	2	2	12
db::predicate::runtime::compare::scalar::direct::decode	crates/icydb-core/src/db/predicate/runtime/compare/scalar/direct/decode.rs	97	12	24	2.00	0	0	1	1	12
db::predicate::runtime::compare::scalar::direct	crates/icydb-core/src/db/predicate/runtime/compare/scalar/direct/mod.rs	2	0	0	0.00	0	0	0	0	0
