enum	module	file	line	site_kind	site_text	included_reason
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	124	match-arm-or-constructor	QueryError::Execute(err) => err.as_internal().class(),	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	125	match-arm-or-constructor	QueryError::Response(ResponseError::NotFound { .. }) => ErrorClass::NotFound,	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	126	match-arm-or-constructor	QueryError::Response(ResponseError::NotUnique { .. }) => ErrorClass::Conflict,	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	127	match-arm-or-constructor	QueryError::Validate(_)	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	128	match-arm-or-constructor	| QueryError::Plan(_)	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	129	match-arm-or-constructor	| QueryError::Intent(_)	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	130	match-arm-or-constructor	| QueryError::AccessRequirement(_) => ErrorClass::Unsupported,	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	199	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	362	match-arm-or-constructor	return Err(QueryError::execute(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	587	match-arm-or-constructor	.map_err(QueryError::execute)?,	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	646	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	649	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	692	match-arm-or-constructor	.map_err(QueryError::execute)?,	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	761	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	778	match-arm-or-constructor	.map_err(QueryError::execute)?,	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	1003	match-arm-or-constructor	return Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	90	match-arm-or-constructor	return Err(QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	95	match-arm-or-constructor	return Err(QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	101	match-arm-or-constructor	Err(QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	181	match-arm-or-constructor	QueryError::invariant(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	197	match-arm-or-constructor	return Err(QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	257	match-arm-or-constructor	return Err(QueryError::invariant(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	263	match-arm-or-constructor	.map_err(QueryError::from_sql_lowering_error)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	265	match-arm-or-constructor	.map_err(QueryError::from_sql_lowering_error)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	300	match-arm-or-constructor	.map_err(QueryError::from_sql_lowering_error)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	302	match-arm-or-constructor	Self::accepted_entity_authority_for_schema::<E>(schema).map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	304	match-arm-or-constructor	"QueryError::invariant(""SQL INSERT SELECT authority must carry accepted schema info"")"	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	313	match-arm-or-constructor	.map_err(QueryError::from_sql_lowering_error)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	322	match-arm-or-constructor	return Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	361	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	374	match-arm-or-constructor	return Err(QueryError::from_sql_parse_error(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::insert	crates/icydb-core/src/db/session/sql/execute/write/insert.rs	430	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	40	match-arm-or-constructor	return Err(QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	59	match-arm-or-constructor	QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	75	match-arm-or-constructor	return Err(QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	104	match-arm-or-constructor	QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	123	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	140	match-arm-or-constructor	accepted_commit_schema_fingerprint(schema).map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	150	match-arm-or-constructor	accepted_save_contract_for_descriptor::<E>(schema, descriptor).map_err(QueryError::execute)	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	160	match-arm-or-constructor	"QueryError::invariant(""SQL write field must resolve against accepted schema metadata"")"	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	182	match-arm-or-constructor	return Err(QueryError::invariant(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	196	match-arm-or-constructor	"QueryError::invariant(""SQL write field must resolve against accepted schema metadata"")"	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	203	match-arm-or-constructor	return Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	222	match-arm-or-constructor	return Err(QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	240	match-arm-or-constructor	return Err(QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	296	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write/mod.rs	308	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::update	crates/icydb-core/src/db/session/sql/execute/write/update.rs	36	match-arm-or-constructor	return Err(QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::update	crates/icydb-core/src/db/session/sql/execute/write/update.rs	76	match-arm-or-constructor	return Err(QueryError::invariant(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::update	crates/icydb-core/src/db/session/sql/execute/write/update.rs	91	match-arm-or-constructor	.map_err(QueryError::from_sql_lowering_error)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::update	crates/icydb-core/src/db/session/sql/execute/write/update.rs	106	match-arm-or-constructor	return Err(QueryError::invariant(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::update	crates/icydb-core/src/db/session/sql/execute/write/update.rs	115	match-arm-or-constructor	return Err(QueryError::invariant(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::update	crates/icydb-core/src/db/session/sql/execute/write/update.rs	132	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::update	crates/icydb-core/src/db/session/sql/execute/write/update.rs	135	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::update	crates/icydb-core/src/db/session/sql/execute/write/update.rs	137	match-arm-or-constructor	"QueryError::invariant(""SQL UPDATE selector authority must carry accepted schema info"")"	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write::update	crates/icydb-core/src/db/session/sql/execute/write/update.rs	177	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write_returning	crates/icydb-core/src/db/session/sql/execute/write_returning.rs	97	match-arm-or-constructor	QueryError::invariant(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write_returning	crates/icydb-core/src/db/session/sql/execute/write_returning.rs	117	match-arm-or-constructor	QueryError::invariant(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write_returning	crates/icydb-core/src/db/session/sql/execute/write_returning.rs	141	match-arm-or-constructor	QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql::execute::write_returning	crates/icydb-core/src/db/session/sql/execute/write_returning.rs	302	match-arm-or-constructor	"QueryError::invariant(""SQL RETURNING projection row must align with declared columns"")"	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	93	match-arm-or-constructor	parse_sql(sql).map_err(QueryError::from_sql_parse_error)	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	104	match-arm-or-constructor	parse_sql_with_attribution(sql).map_err(QueryError::from_sql_parse_error)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	113	match-arm-or-constructor	parse_sql_with_attribution(sql).map_err(QueryError::from_sql_parse_error)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	202	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	262	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	265	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	322	match-arm-or-constructor	(_, SqlStatement::Ddl(_)) => Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	326	match-arm-or-constructor	Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	331	match-arm-or-constructor	Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	336	match-arm-or-constructor	Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	341	match-arm-or-constructor	Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	346	match-arm-or-constructor	Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	351	match-arm-or-constructor	Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	356	match-arm-or-constructor	Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	361	match-arm-or-constructor	Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	366	match-arm-or-constructor	Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	371	match-arm-or-constructor	Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	376	match-arm-or-constructor	Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	544	match-arm-or-constructor	parse_sql_with_attribution(sql).map_err(QueryError::from_sql_parse_error)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	547	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	556	match-arm-or-constructor	Err(err) => return Err(QueryError::from_sql_ddl_prepare_error(err)),	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	581	match-arm-or-constructor	return Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	588	match-arm-or-constructor	.map_err(QueryError::execute)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	628	match-arm-or-constructor	.map_err(QueryError::from_sql_ddl_execution_error)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	641	match-arm-or-constructor	.map_err(QueryError::from_sql_ddl_execution_error)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	654	match-arm-or-constructor	.map_err(QueryError::from_sql_ddl_execution_error)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	667	match-arm-or-constructor	.map_err(QueryError::from_sql_ddl_execution_error)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	680	match-arm-or-constructor	.map_err(QueryError::from_sql_ddl_execution_error)?;	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	695	match-arm-or-constructor	.map_err(QueryError::from_sql_ddl_execution_error)?	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	706	match-arm-or-constructor	.map_err(QueryError::from_sql_ddl_execution_error)?	semi-mechanical direct enum-qualified reference
QueryError	db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	717	match-arm-or-constructor	.map_err(QueryError::from_sql_ddl_execution_error)?;	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::expr	crates/icydb-core/src/db/sql/lowering/expr.rs	319	match-arm-or-constructor	return Err(crate::db::QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::expr	crates/icydb-core/src/db/sql/lowering/expr.rs	349	match-arm-or-constructor	crate::db::QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::expr	crates/icydb-core/src/db/sql/lowering/expr.rs	355	match-arm-or-constructor	crate::db::QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::expr	crates/icydb-core/src/db/sql/lowering/expr.rs	360	match-arm-or-constructor	other => Err(crate::db::QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::prepare	crates/icydb-core/src/db/sql/lowering/prepare.rs	216	match-arm-or-constructor	return Err(QueryError::prepared_sql_select_lane_mismatch().into());	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::prepare	crates/icydb-core/src/db/sql/lowering/prepare.rs	228	match-arm-or-constructor	return Err(QueryError::prepared_sql_delete_lane_mismatch().into());	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::prepare	crates/icydb-core/src/db/sql/lowering/prepare.rs	256	match-arm-or-constructor	return Err(QueryError::prepared_sql_insert_lane_mismatch().into());	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::prepare	crates/icydb-core/src/db/sql/lowering/prepare.rs	268	match-arm-or-constructor	return Err(QueryError::prepared_sql_insert_select_source_mismatch().into());	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::prepare	crates/icydb-core/src/db/sql/lowering/prepare.rs	279	match-arm-or-constructor	return Err(QueryError::prepared_sql_update_lane_mismatch().into());	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::prepare	crates/icydb-core/src/db/sql/lowering/prepare.rs	413	match-arm-or-constructor	return Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::prepare	crates/icydb-core/src/db/sql/lowering/prepare.rs	422	match-arm-or-constructor	return Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::select	crates/icydb-core/src/db/sql/lowering/select/mod.rs	523	match-arm-or-constructor	return Err(QueryError::unsupported_query(format!(	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::select	crates/icydb-core/src/db/sql/lowering/select/mod.rs	729	match-arm-or-constructor	return Err(QueryError::invariant(	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::select	crates/icydb-core/src/db/sql/lowering/select/mod.rs	827	match-arm-or-constructor	return Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
QueryError	db::sql::lowering::select	crates/icydb-core/src/db/sql/lowering/select/mod.rs	836	match-arm-or-constructor	return Err(QueryError::unsupported_query(	semi-mechanical direct enum-qualified reference
ErrorClass	db::commit::memory	crates/icydb-core/src/db/commit/memory.rs	147	match-arm-or-constructor	assert_eq!(err.class, ErrorClass::Internal);	semi-mechanical direct enum-qualified reference
ErrorClass	db::commit::prepare	crates/icydb-core/src/db/commit/prepare.rs	414	match-arm-or-constructor	if err.class() == ErrorClass::IncompatiblePersistedFormat {	semi-mechanical direct enum-qualified reference
ErrorClass	db::data::key	crates/icydb-core/src/db/data/key.rs	756	match-arm-or-constructor	assert_eq!(err.class(), ErrorClass::Unsupported);	semi-mechanical direct enum-qualified reference
ErrorClass	db::data::key	crates/icydb-core/src/db/data/key.rs	790	match-arm-or-constructor	assert_eq!(variant_err.class(), ErrorClass::Corruption);	semi-mechanical direct enum-qualified reference
ErrorClass	db::data::key	crates/icydb-core/src/db/data/key.rs	792	match-arm-or-constructor	assert_eq!(range_err.class(), ErrorClass::Corruption);	semi-mechanical direct enum-qualified reference
ErrorClass	db::data::key	crates/icydb-core/src/db/data/key.rs	810	match-arm-or-constructor	assert_eq!(structural_err.class(), ErrorClass::Unsupported);	semi-mechanical direct enum-qualified reference
ErrorClass	db::data::row	crates/icydb-core/src/db/data/row.rs	222	match-arm-or-constructor	assert_eq!(err.class, ErrorClass::Unsupported);	semi-mechanical direct enum-qualified reference
ErrorClass	db::diagnostics::integrity	crates/icydb-core/src/db/diagnostics/integrity.rs	237	match-arm-or-constructor	ErrorClass::Corruption | ErrorClass::IncompatiblePersistedFormat => {	semi-mechanical direct enum-qualified reference
ErrorClass	db::diagnostics::integrity	crates/icydb-core/src/db/diagnostics/integrity.rs	241	match-arm-or-constructor	ErrorClass::Unsupported | ErrorClass::NotFound | ErrorClass::Conflict => {	semi-mechanical direct enum-qualified reference
ErrorClass	db::diagnostics::integrity	crates/icydb-core/src/db/diagnostics/integrity.rs	245	match-arm-or-constructor	ErrorClass::Internal | ErrorClass::InvariantViolation => Err(err),	semi-mechanical direct enum-qualified reference
ErrorClass	db::executor::covering	crates/icydb-core/src/db/executor/covering.rs	468	match-arm-or-constructor	assert_eq!(error.class(), ErrorClass::InvariantViolation);	semi-mechanical direct enum-qualified reference
ErrorClass	db::executor	crates/icydb-core/src/db/executor/mod.rs	316	match-arm-or-constructor	Self::KeyExists(_) => ErrorClass::Conflict,	semi-mechanical direct enum-qualified reference
ErrorClass	db::executor	crates/icydb-core/src/db/executor/mod.rs	317	match-arm-or-constructor	Self::Corruption { .. } => ErrorClass::Corruption,	semi-mechanical direct enum-qualified reference
ErrorClass	db::executor::mutation::save::shared	crates/icydb-core/src/db/executor/mutation/save/shared.rs	115	match-arm-or-constructor	crate::error::ErrorClass::Corruption,	semi-mechanical direct enum-qualified reference
ErrorClass	db::executor::planning::route::guard	crates/icydb-core/src/db/executor/planning/route/guard.rs	144	match-arm-or-constructor	ErrorClass::InvariantViolation,	semi-mechanical direct enum-qualified reference
ErrorClass	db::executor::planning::route::guard	crates/icydb-core/src/db/executor/planning/route/guard.rs	171	match-arm-or-constructor	ErrorClass::InvariantViolation,	semi-mechanical direct enum-qualified reference
ErrorClass	db::executor::planning::route::guard	crates/icydb-core/src/db/executor/planning/route/guard.rs	188	match-arm-or-constructor	ErrorClass::InvariantViolation,	semi-mechanical direct enum-qualified reference
ErrorClass	db::query::intent::errors	crates/icydb-core/src/db/query/intent/errors/mod.rs	286	match-arm-or-constructor	ErrorClass::Corruption => Self::Corruption(err),	semi-mechanical direct enum-qualified reference
ErrorClass	db::query::intent::errors	crates/icydb-core/src/db/query/intent/errors/mod.rs	287	match-arm-or-constructor	ErrorClass::IncompatiblePersistedFormat => Self::IncompatiblePersistedFormat(err),	semi-mechanical direct enum-qualified reference
ErrorClass	db::query::intent::errors	crates/icydb-core/src/db/query/intent/errors/mod.rs	288	match-arm-or-constructor	ErrorClass::InvariantViolation => Self::InvariantViolation(err),	semi-mechanical direct enum-qualified reference
ErrorClass	db::query::intent::errors	crates/icydb-core/src/db/query/intent/errors/mod.rs	289	match-arm-or-constructor	ErrorClass::Conflict => Self::Conflict(err),	semi-mechanical direct enum-qualified reference
ErrorClass	db::query::intent::errors	crates/icydb-core/src/db/query/intent/errors/mod.rs	290	match-arm-or-constructor	ErrorClass::NotFound => Self::NotFound(err),	semi-mechanical direct enum-qualified reference
ErrorClass	db::query::intent::errors	crates/icydb-core/src/db/query/intent/errors/mod.rs	291	match-arm-or-constructor	ErrorClass::Unsupported => Self::Unsupported(err),	semi-mechanical direct enum-qualified reference
ErrorClass	db::query::intent::errors	crates/icydb-core/src/db/query/intent/errors/mod.rs	292	match-arm-or-constructor	ErrorClass::Internal => Self::Internal(err),	semi-mechanical direct enum-qualified reference
ErrorClass	db::registry::error	crates/icydb-core/src/db/registry/error.rs	34	match-arm-or-constructor	Self::StoreNotFound(_) => ErrorClass::Internal,	semi-mechanical direct enum-qualified reference
ErrorClass	db::registry::error	crates/icydb-core/src/db/registry/error.rs	37	match-arm-or-constructor	| Self::StoreAllocationCapabilityMismatch(_) => ErrorClass::InvariantViolation,	semi-mechanical direct enum-qualified reference
ErrorClass	db::relation::save_validate	crates/icydb-core/src/db/relation/save_validate.rs	558	match-arm-or-constructor	assert_eq!(err.class, ErrorClass::Internal);	semi-mechanical direct enum-qualified reference
ErrorClass	db::relation::save_validate	crates/icydb-core/src/db/relation/save_validate.rs	578	match-arm-or-constructor	assert_eq!(err.class, ErrorClass::Internal);	semi-mechanical direct enum-qualified reference
ErrorClass	db::schema::reconcile	crates/icydb-core/src/db/schema/reconcile.rs	1823	match-arm-or-constructor	assert_eq!(err.class, ErrorClass::Unsupported);	semi-mechanical direct enum-qualified reference
ErrorClass	db::schema::reconcile	crates/icydb-core/src/db/schema/reconcile.rs	1910	match-arm-or-constructor	assert_eq!(err.class, ErrorClass::Unsupported);	semi-mechanical direct enum-qualified reference
ErrorClass	db::schema::reconcile	crates/icydb-core/src/db/schema/reconcile.rs	1977	match-arm-or-constructor	assert_eq!(err.class, ErrorClass::Unsupported);	semi-mechanical direct enum-qualified reference
ErrorClass	db::schema::reconcile	crates/icydb-core/src/db/schema/reconcile.rs	2029	match-arm-or-constructor	assert_eq!(err.class, ErrorClass::Unsupported);	semi-mechanical direct enum-qualified reference
ErrorClass	db::schema::reconcile	crates/icydb-core/src/db/schema/reconcile.rs	2110	match-arm-or-constructor	assert_eq!(err.class, ErrorClass::Unsupported);	semi-mechanical direct enum-qualified reference
ErrorClass	db::schema::reconcile	crates/icydb-core/src/db/schema/reconcile.rs	2171	match-arm-or-constructor	assert_eq!(err.class, ErrorClass::Unsupported);	semi-mechanical direct enum-qualified reference
ErrorClass	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	125	match-arm-or-constructor	QueryError::Response(ResponseError::NotFound { .. }) => ErrorClass::NotFound,	semi-mechanical direct enum-qualified reference
ErrorClass	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	126	match-arm-or-constructor	QueryError::Response(ResponseError::NotUnique { .. }) => ErrorClass::Conflict,	semi-mechanical direct enum-qualified reference
ErrorClass	db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	130	match-arm-or-constructor	| QueryError::AccessRequirement(_) => ErrorClass::Unsupported,	semi-mechanical direct enum-qualified reference
ErrorClass	error	crates/icydb-core/src/error/mod.rs	136	match-arm-or-constructor	(ErrorClass::Corruption, ErrorOrigin::Store) => {	semi-mechanical direct enum-qualified reference
ErrorClass	error	crates/icydb-core/src/error/mod.rs	141	match-arm-or-constructor	(ErrorClass::InvariantViolation, ErrorOrigin::Store) => {	semi-mechanical direct enum-qualified reference
